Standard,Subject,Grade,Strand,Standard Number,Description,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Geometric Measurement & Dimension,(+)G.GMD.2,Give an informal argument using Cavalieri's principle for the formulas for the volume of a sphere and other solid figures.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Geometric Measurement & Dimension,(+)G.GMD.2,Give an informal argument using Cavalieri's principle for the formulas for the volume of a sphere and other solid figures.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Geometric Measurement & Dimension,G.GMD.3,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Geometric Measurement & Dimension,G.GMD.3,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Geometric Measurement & Dimension,G.GMD.3,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Geometric Measurement & Dimension,G.GMD.3,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Geometric Measurement & Dimension,G.GMD.4,"Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Geometric Measurement & Dimension,G.GMD.4,"Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Geometric Measurement & Dimension,G.GMD.4,"Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Geometric Measurement & Dimension,G.GMD.4,"Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Geometric Measurement & Dimension,G.GMD.5,Understand how and when changes to the measures of a figure (lengths or angles) result in similar and non-similar figures.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Geometric Measurement & Dimension,G.GMD.5,Understand how and when changes to the measures of a figure (lengths or angles) result in similar and non-similar figures.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Geometric Measurement & Dimension,G.GMD.5,Understand how and when changes to the measures of a figure (lengths or angles) result in similar and non-similar figures.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Geometric Measurement & Dimension,G.GMD.5,Understand how and when changes to the measures of a figure (lengths or angles) result in similar and non-similar figures.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Geometric Measurement & Dimension,G.GMD.6,"When figures are similar, understand and apply the fact that when a figure is scaled by a factor of k, the effect on lengths, areas, and volumes is that they are multiplied by k, k², and k³, respectively.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Geometric Measurement & Dimension,G.GMD.6,"When figures are similar, understand and apply the fact that when a figure is scaled by a factor of k, the effect on lengths, areas, and volumes is that they are multiplied by k, k², and k³, respectively.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Geometric Measurement & Dimension,G.GMD.6,"When figures are similar, understand and apply the fact that when a figure is scaled by a factor of k, the effect on lengths, areas, and volumes is that they are multiplied by k, k², and k³, respectively.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Geometric Measurement & Dimension,G.GMD.6,"When figures are similar, understand and apply the fact that when a figure is scaled by a factor of k, the effect on lengths, areas, and volumes is that they are multiplied by k, k², and k³, respectively.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Modeling with Geometry,G.MG.1,"Use geometric shapes, their measures, and their properties to describe objects, e.g., modeling a tree trunk or a human torso as a cylinder.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Modeling with Geometry,G.MG.1,"Use geometric shapes, their measures, and their properties to describe objects, e.g., modeling a tree trunk or a human torso as a cylinder.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Modeling with Geometry,G.MG.1,"Use geometric shapes, their measures, and their properties to describe objects, e.g., modeling a tree trunk or a human torso as a cylinder.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Modeling with Geometry,G.MG.1,"Use geometric shapes, their measures, and their properties to describe objects, e.g., modeling a tree trunk or a human torso as a cylinder.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Modeling with Geometry,G.MG.2,"Apply concepts of density based on area and volume in modeling situations, e.g., persons per square mile, BTUs per cubic foot.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Modeling with Geometry,G.MG.2,"Apply concepts of density based on area and volume in modeling situations, e.g., persons per square mile, BTUs per cubic foot.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Modeling with Geometry,G.MG.2,"Apply concepts of density based on area and volume in modeling situations, e.g., persons per square mile, BTUs per cubic foot.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Modeling with Geometry,G.MG.2,"Apply concepts of density based on area and volume in modeling situations, e.g., persons per square mile, BTUs per cubic foot.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Modeling with Geometry,G.MG.3,"Apply geometric methods to solve design problems, e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Modeling with Geometry,G.MG.3,"Apply geometric methods to solve design problems, e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Modeling with Geometry,G.MG.3,"Apply geometric methods to solve design problems, e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Modeling with Geometry,G.MG.3,"Apply geometric methods to solve design problems, e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Categorical & Quantitative Data,S.ID.1,"Represent data with plots on the real number line (dot plots, histograms, and box plots) in the context of real-world applications using the GAISE model.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Categorical & Quantitative Data,S.ID.1,"Represent data with plots on the real number line (dot plots, histograms, and box plots) in the context of real-world applications using the GAISE model.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Categorical & Quantitative Data,S.ID.1,"Represent data with plots on the real number line (dot plots, histograms, and box plots) in the context of real-world applications using the GAISE model.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Categorical & Quantitative Data,S.ID.1,"Represent data with plots on the real number line (dot plots, histograms, and box plots) in the context of real-world applications using the GAISE model.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Categorical & Quantitative Data,S.ID.2,"In the context of real-world applications by using the GAISE model, use statistics appropriate to the shape of the data distribution to compare center (median and mean) and spread (mean absolute deviation, interquartile range, and standard deviation) of two or more different data sets.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Categorical & Quantitative Data,S.ID.2,"In the context of real-world applications by using the GAISE model, use statistics appropriate to the shape of the data distribution to compare center (median and mean) and spread (mean absolute deviation, interquartile range, and standard deviation) of two or more different data sets.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Categorical & Quantitative Data,S.ID.2,"In the context of real-world applications by using the GAISE model, use statistics appropriate to the shape of the data distribution to compare center (median and mean) and spread (mean absolute deviation, interquartile range, and standard deviation) of two or more different data sets.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Categorical & Quantitative Data,S.ID.2,"In the context of real-world applications by using the GAISE model, use statistics appropriate to the shape of the data distribution to compare center (median and mean) and spread (mean absolute deviation, interquartile range, and standard deviation) of two or more different data sets.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Categorical & Quantitative Data,S.ID.3,"In the context of real-world applications by using the GAISE model, interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Categorical & Quantitative Data,S.ID.3,"In the context of real-world applications by using the GAISE model, interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Categorical & Quantitative Data,S.ID.3,"In the context of real-world applications by using the GAISE model, interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Categorical & Quantitative Data,S.ID.3,"In the context of real-world applications by using the GAISE model, interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Categorical & Quantitative Data,S.ID.4,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Categorical & Quantitative Data,S.ID.4,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Categorical & Quantitative Data,S.ID.4,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Categorical & Quantitative Data,S.ID.4,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Categorical & Quantitative Data,S.ID.5,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Categorical & Quantitative Data,S.ID.5,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Categorical & Quantitative Data,S.ID.5,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Categorical & Quantitative Data,S.ID.5,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Categorical & Quantitative Data,S.ID.6,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Categorical & Quantitative Data,S.ID.6,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Categorical & Quantitative Data,S.ID.6,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Categorical & Quantitative Data,S.ID.6,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",,,,,,,,,,,,,,,,,,,,,,,,
