Standard,Subject,Grade,Strand,Standard Number,Description,,,,,,
Ohio ELA Standard,English,2,Language Standards,L.2.4.d,"Use knowledge of the meaning of individual words to predict the meaning of compound words (e.g., birdhouse, lighthouse, housefly; bookshelf, notebook, bookmark).",,,,,,
Ohio ELA Standard,English,2,Language Standards,L.2.4.e,"Use glossaries and beginning dictionaries, both print and digital, to determine or clarify the meaning of words and phrases.",,,,,,
Ohio ELA Standard,English,2,Language Standards,L.2.5,Demonstrate understanding of word relationships and nuances in word meanings.,,,,,,
Ohio ELA Standard,English,2,Language Standards,L.2.5.a,"Identify real-life connections between words and their use (e.g., describe foods that are spicy or juicy).",,,,,,
Ohio ELA Standard,English,2,Language Standards,L.2.5.b,"Distinguish shades of meaning among closely related verbs (e.g., toss, throw, hurl) and closely related adjectives (e.g., thin, slender, skinny, scrawny).",,,,,,
Ohio ELA Standard,English,2,Language Standards,L.2.6,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g., When other kids are happy that makes me happy).",,,,,,
Ohio ELA Standard,English,3,Language Standards,L.3.4,"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.",,,,,,
Ohio ELA Standard,English,3,Language Standards,L.3.4.a,Use sentence-level context as a clue to the meaning of a word or phrase.,,,,,,
Ohio ELA Standard,English,3,Language Standards,L.3.4.b,"Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat).",,,,,,
Ohio ELA Standard,English,3,Language Standards,L.3.4.c,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion).",,,,,,
Ohio ELA Standard,English,3,Language Standards,L.3.4.d,"Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases.",,,,,,
Ohio ELA Standard,English,3,Language Standards,L.3.5,Demonstrate understanding of word relationships and nuances in word meanings.,,,,,,
Ohio ELA Standard,English,3,Language Standards,L.3.5.a,"Distinguish the literal and non-literal meanings of words and phrases in context (e.g., take steps).",,,,,,
Ohio ELA Standard,English,3,Language Standards,L.3.5.b,"Identify real-life connections between words and their use (e.g., describe people who are friendly or helpful).",,,,,,
Ohio ELA Standard,English,3,Language Standards,L.3.5.c,"Distinguish shades of meaning among related words that describe states of mind or degrees of certainty (e.g., knew, believed, suspected, heard, wondered).",,,,,,
Ohio ELA Standard,English,3,Language Standards,L.3.6,"Acquire and use accurately grade-appropriate conversational, general academic, and domain specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night, we went looking for them).",,,,,,
Ohio ELA Standard,English,4,Language Standards,L.4.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies.",,,,,,
Ohio ELA Standard,English,4,Language Standards,L.4.4.a,"Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase.",,,,,,
Ohio ELA Standard,English,4,Language Standards,L.4.4.b,"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., telegraph, photograph, autograph).",,,,,,
Ohio ELA Standard,English,4,Language Standards,L.4.4.c,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.",,,,,,
Ohio ELA Standard,English,4,Language Standards,L.4.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",,,,,,
Ohio ELA Standard,English,4,Language Standards,L.4.5.a,"Explain the meaning of simple similes and metaphors (e.g., as pretty as a picture) in context.",,,,,,
Ohio ELA Standard,English,4,Language Standards,L.4.5.b,"Recognize and explain the meaning of common idioms, adages, and proverbs.",,,,,,
Ohio ELA Standard,English,4,Language Standards,L.4.5.c,Demonstrate understanding of words by relating them to their antonyms (opposites) and synonyms (words with similar but not identical meanings).,,,,,,
Ohio ELA Standard,English,4,Language Standards,L.4.6,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation).",,,,,,
Ohio ELA Standard,English,5,Language Standards,L.5.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 5 reading and content, choosing flexibly from a range of strategies.",,,,,,
Ohio ELA Standard,English,5,Language Standards,L.5.4.a,"Use context (e.g., cause/effect relationships and comparisons in text) as a clue to the meaning of a word or phrase.",,,,,,
Ohio ELA Standard,English,5,Language Standards,L.5.4.b,"Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., photograph, photosynthesis).",,,,,,
Ohio ELA Standard,English,5,Language Standards,L.5.4.c,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.",,,,,,
Ohio ELA Standard,English,5,Language Standards,L.5.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",,,,,,
Ohio ELA Standard,English,5,Language Standards,L.5.5.a,"Interpret figurative language, including similes and metaphors, in context.",,,,,,
Ohio ELA Standard,English,5,Language Standards,L.5.5.b,"Recognize and explain the meaning of common idioms, adages, and proverbs.",,,,,,
Ohio ELA Standard,English,5,Language Standards,L.5.5.c,"Use the relationship between particular words (e.g., synonyms, antonyms, homographs) to better understand each of the words.",,,,,,
Ohio ELA Standard,English,5,Language Standards,L.5.6,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., however, although, nevertheless, similarly, moreover, in addition).",,,,,,
Ohio ELA Standard,English,6,Language Standards,L.6.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 6 reading and content, choosing flexibly from a range of strategies.",,,,,,
Ohio ELA Standard,English,6,Language Standards,L.6.4.c,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",,,,,,
Ohio ELA Standard,English,6,Language Standards,L.6.4.d,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., audience, auditory, audible).",,,,,,
Ohio ELA Standard,English,6,Language Standards,L.6.4.e,"Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or part of speech.",,,,,,
Ohio ELA Standard,English,6,Language Standards,L.6.4.f,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",,,,,,
Ohio ELA Standard,English,6,Language Standards,L.6.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",,,,,,
Ohio ELA Standard,English,6,Language Standards,L.6.5.a,"Interpret figures of speech (e.g., personification) in context.",,,,,,
Ohio ELA Standard,English,6,Language Standards,L.6.5.b,"Use the relationship between particular words (e.g., cause/effect, part/whole, item/category) to better understand each of the words.",,,,,,
Ohio ELA Standard,English,6,Language Standards,L.6.5.c,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., stingy, scrimping, economical, frugal, thrifty).",,,,,,
Ohio ELA Standard,English,6,Language Standards,L.6.6,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.,,,,,,
Ohio ELA Standard,English,7,Language Standards,L.7.4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies.",,,,,,
Ohio ELA Standard,English,7,Language Standards,L.7.4.a,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",,,,,,
Ohio ELA Standard,English,7,Language Standards,L.7.4.b,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel).",,,,,,
Ohio ELA Standard,English,7,Language Standards,L.7.4.c,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or part of speech.",,,,,,
Ohio ELA Standard,English,7,Language Standards,L.7.4.d,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",,,,,,
Ohio ELA Standard,English,7,Language Standards,L.7.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",,,,,,
Ohio ELA Standard,English,7,Language Standards,L.7.5.a,"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context.",,,,,,
Ohio ELA Standard,English,7,Language Standards,L.7.5.b,"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words.",,,,,,
Ohio ELA Standard,English,7,Language Standards,L.7.5.c,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending).",,,,,,
Ohio ELA Standard,English,7,Language Standards,L.7.6,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.,,,,,,
Ohio ELA Standard,English,8,Language Standards,L.8.4,"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies.",,,,,,
Ohio ELA Standard,English,8,Language Standards,L.8.4.a,"Use context (e.g., the overall meaning of a sentence or paragraph; a word's position or function in a sentence) as a clue to the meaning of a word or phrase.",,,,,,
Ohio ELA Standard,English,8,Language Standards,L.8.4.b,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede).",,,,,,
Ohio ELA Standard,English,8,Language Standards,L.8.4.c,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or part of speech.",,,,,,
Ohio ELA Standard,English,8,Language Standards,L.8.4.d,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).",,,,,,
Ohio ELA Standard,English,8,Language Standards,L.8.5,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.",,,,,,
